fiscal_year,fund,category,code,tax,July,August,September,October,November,December,January,February,March,April,May,June,
1995,Other Special Revenue,Other Tax,1419,Blueberry,0.00,0.00,15.75,6846.80,673675.68,127.32,50.34,0.00,0.00,0.00,0.00,0.00,
1995,Other Special Revenue,Other Tax,1901,Potato Tx,18533.26,21450.44,18756.91,53503.65,82751.75,64933.95,75618.69,69129.10,71901.27,83085.43,79898.64,79089.11,
1995,Other Special Revenue,Other Tax,1902,Sardine Tx,19858.05,34017.20,42273.40,30384.25,30369.65,25289.45,21005.85,23802.75,21642.70,0.00,14733.00,10503.85,
1995,Other Special Revenue,Other Tax,1903,Mahog Quah ,0.00,8346.00,5931.60,1865.40,1292.40,478.20,733.80,802.80,588.66,833.40,-4872.26,0.00,
1995,Other Special Revenue,Other Tax,1913,Hospital,-8545099.00,11872432.00,3000000.00,6558188.00,8991283.00,11027958.00,11631278.00,8791271.00,9767743.00,8633001.00,15490606.00,8904960.75,
1995,Other Special Revenue,Other Tax,2654,Recycle ,241936.97,241650.97,281417.86,203492.09,185674.98,229502.51,509239.60,99492.73,217985.01,200191.80,227984.42,205358.50,
1996,General Fund,Property Tax,0108,Fr UTESF,0.00,0.00,0.00,8610807.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,524769.00,
1996,General Fund,Property Tax,0161,Prop Int,0.00,71.66,0.00,130.63,0.00,0.00,0.00,85.53,201.78,0.00,0.00,0.00,
1996,General Fund,Property Tax,0170,Rel Est Tra,804446.79,655666.24,657759.28,683427.42,513776.07,444605.81,719535.12,340843.29,445680.94,439052.49,522284.23,674625.81,
1996,General Fund,Property Tax,0175,Comm For ex ,380.74,-2408.05,1324.37,1094.07,1288.18,1288.20,1284.34,1123.15,3965682.98,2378062.70,-2373888.11,-81008.24,
1996,General Fund,Estate Tax,0211,Estate Tx,-13809.18,16648.00,0.00,0.00,0.00,0.00,-2838.82,0.00,0.00,0.00,0.00,0.00,
1996,General Fund,Estate Tax,0212,Estate TX,535037.87,859410.38,762771.49,769369.29,568816.15,917984.15,2229117.82,1203571.19,1034945.28,542390.42,851884.42,2042066.10,
1996,General Fund,Estate Tax,0221,Inherit Tx,0.00,-4485.03,96.71,0.00,4949.57,969.38,-3263.88,6103.82,329.63,0.00,491.39,-8987.49,
1996,General Fund,Estate Tax,0241,Int-Pen,0.00,6854.30,0.00,0.00,1842.81,-3322.47,3676.38,0.00,-157.46,1043.30,491.39,0.00,
1996,General Fund,Estate Tax,0242,Int-Pen,2516.82,-1731.32,13271.43,8169.46,-1070.68,-9090.19,4980.24,8013.48,11535.13,13088.29,12900.09,-6973.99,
1996,General Fund,Motor Fuel Tax,0311,Spec Fuel,0.00,-721.25,-2396.88,-850.88,1603.96,-3547.66,-1121.01,-1296.00,547789.87,-550038.17,-1387.08,-243.58,
1996,General Fund,Motor Fuel Tax,0321,Gas Tax,3677.30,0.00,14164.59,5164.97,4485.42,993.74,6716.97,7780.28,4863.46,2851.82,6096.95,4934.81,
1996,General Fund,Motor Fuel Tax,0325,Off-H Ref,713.83,0.00,0.00,0.00,0.00,0.00,0.00,-65.98,-838.39,104.56,0.00,-40.00,
1996,General Fund,Motor Fuel Tax,0331,Aero. Gas,68605.99,144740.56,67512.61,69404.76,77336.30,35164.78,60140.51,83752.93,70677.31,-9544.35,118582.29,76633.42,
1996,General Fund,Motor Fuel Tax,0332,Refunds,-704.12,-825.21,-146.85,0.00,-209.85,-5655.30,-13944.86,-24739.99,-3013.32,-266.37,-5377.87,-5052.99,
1996,General Fund,Individual Income Tax,0401,Payments,2327361.93,-4246303.25,1762239.26,2882842.26,1758467.03,1338515.84,2105516.21,2680781.09,6656596.50,44395724.99,31377095.78,8234189.43,
1996,General Fund,Individual Income Tax,0402,Withhold,51582482.23,45847095.83,45930603.56,55541725.72,43958608.35,48773214.93,65407639.03,51081678.14,46556655.60,44894435.46,51120032.26,56911598.98,
1996,General Fund,Individual Income Tax,0403,Estimate,1386543.11,1604849.36,26460843.37,1201552.79,718078.79,8925203.79,35086628.26,104675.90,993923.49,20391885.16,1130764.08,25917504.65,
1996,General Fund,Individual Income Tax,0404,Fiduciary,-220989.44,9387.71,601517.15,51695.93,58996.58,-498728.84,561214.64,113355.62,404391.04,3211978.91,177357.01,633050.85,
1996,General Fund,Individual Income Tax,0408,Refunds,-2102906.69,-1488754.60,-1601810.28,-705704.93,-1139434.72,-754780.59,-2435947.57,-18679881.77,-46954179.22,-25984231.55,-16408106.77,-8892197.61,
1996,General Fund,Individual Income Tax,0409,Tran LGF,-2701597.05,-2128040.03,-3730823.04,-3007577.70,-2313090.51,-2946954.68,-5136977.57,-1800331.05,-390526.75,-4432399.44,-3437254.26,-4223011.45,
1996,General Fund,Corporate Income Tax,0415,Payments,2223613.24,2878860.42,18861956.83,5408744.00,5941015.64,15846305.00,4579755.34,2180249.36,12986314.79,13449123.97,3465376.88,5773191.80,
1996,General Fund,Corporate Income Tax,0418,Refunds,-695443.51,-6362180.27,-2189714.09,-1261405.51,-1542746.75,-2060274.75,-2271005.38,-649472.06,-651994.29,-326932.98,-1982064.09,-2637457.37,
1996,General Fund,Corporate Income Tax,0420,Tran LGF,-77936.66,177649.32,-850284.37,-211514.26,-224311.71,-703087.54,-117746.24,-78069.64,-629050.34,-669231.74,-75648.95,-159922.46,
1996,General Fund,Cigarette & Tobacco Tax,0511,Cig Tx,3867735.73,4612904.06,3297615.41,3927551.40,3431454.09,3990383.79,3349069.06,3413361.61,3049821.44,3710908.66,4300606.26,4037883.18,
1996,General Fund,Cigarette & Tobacco Tax,0512,Tob Tx,250406.68,212517.14,176296.31,200721.48,345455.53,205913.34,245364.62,184577.64,187037.82,371694.89,27336.56,205157.41,
1996,General Fund,Cigarette & Tobacco Tax,0513,Drug Tx,0.00,-65.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1996,General Fund,Sales & Use Tax,0621,Sales Tx,52259896.46,61038391.48,54587729.89,54323837.99,48962038.93,54118319.67,54736068.42,40495843.12,41797298.36,45060070.52,45938790.58,37446209.34,
1996,General Fund,Sales & Use Tax,0622,Gas Sa Tx,0.00,0.00,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1996,General Fund,Sales & Use Tax,0623,Use Tax,5356032.84,5662589.95,5838640.90,6462048.99,4919861.20,4609697.72,8757962.33,5458656.63,5098318.30,5319250.63,6082088.84,5703910.56,
1996,General Fund,Sales & Use Tax,0625,Spec Tx Ref,79091.19,75491.66,16704.08,13405.47,140944.70,42021.53,37059.87,178162.78,76816.51,89609.67,123304.95,28188.57,
1996,General Fund,Sales & Use Tax,0631,Sale Abat,-15161.54,-350021.86,-738785.21,-368158.09,-59569.24,-188259.86,-206364.92,-162778.23,-323322.72,-64200.81,-109271.84,-38368.59,
1996,General Fund,Sales & Use Tax,0633,Use Abat,-48089.77,-4411.41,-15118.60,-62894.22,-9782.88,-7976.07,-395833.92,-120800.19,-14424.74,-28734.15,-10709.21,-13640.15,
1996,General Fund,Sales & Use Tax,0650,Tran LGF,-2939220.23,-3387524.04,-3044147.79,-3078780.24,-2751628.12,-2987263.95,-3209373.48,-2338303.28,-2378368.97,-2569175.79,-2653234.36,-2199441.28,
1996,General Fund,Gross Receipts Tax,0660,Gross Rec,6087139.02,5000000.00,10627573.91,6593192.53,5639294.88,3916266.52,6190381.82,4625604.67,5095644.92,4995004.31,4903283.96,4787439.91,
1996,General Fund,Business & Special Industry Tax,0801,Rail Tx,-150000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,601769.13,0.00,-78303.45,
1996,General Fund,Business & Special Industry Tax,0822,Tele Prop ,0.00,0.00,0.00,0.00,0.00,-9562.93,0.00,0.00,124653.67,-124653.67,28487428.50,1837.56,
1996,General Fund,Business & Special Industry Tax,0901,Insur Prem ,1107496.61,13948.86,9553.30,4060335.47,1353377.65,70970.30,1929.86,831471.85,6133476.12,8603294.14,2781110.66,9966029.32,
1996,General Fund,Business & Special Industry Tax,1412,ME Dairy Fa,398424.22,396316.42,340105.05,418273.07,365294.47,153776.80,283609.86,82185.19,64197.59,124691.23,132674.87,107266.86,
1996,General Fund,Business & Special Industry Tax,1415,Tob Prod Li,150.00,0.00,0.00,0.00,0.00,25.00,-25.00,0.00,0.00,0.00,25.00,25.00,
1996,General Fund,Business & Special Industry Tax,1416,Cig Dist Li,675.00,100.00,0.00,0.00,0.00,25.00,0.00,25.00,25.00,0.00,0.00,75.00,
1996,General Fund,Business & Special Industry Tax,1418,Cig Who Li,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,
1996,General Fund,Business & Special Industry Tax,1903,Mahog Qua,30.00,-30.00,0.00,4150.40,1164.60,448.80,236.40,1555.20,1630.80,1350.00,2136.00,6411.00,
1996,General Fund,Business & Special Industry Tax,1940,Fertil Tx,1504.57,1706.14,4081.96,115.68,303.28,0.00,0.00,144.69,0.00,0.00,0.00,0.00,
1996,Highway Fund,Special Fuel Tax,0311,Spec Fu ,2790497.23,2965408.17,2496230.98,2658920.67,3538545.23,2793705.60,2958278.29,2848536.73,2013508.40,4837393.95,3198249.00,1931708.99,
1996,Highway Fund,Special Fuel Tax,0325,Off-H Ref,-172232.31,-1352756.95,-418035.87,-242651.74,-1138572.61,-580089.38,-411435.52,-1656673.10,-340398.97,-442324.91,-809905.47,-890913.96,
1996,Highway Fund,Special Fuel Tax,0326,Spec Int,6100.07,4882.75,53809.76,7424.66,7737.18,6998.13,7292.78,7324.73,5539.63,7719.70,7734.36,5792.23,
1996,Highway Fund,Gasoline Tax,0321,Gas Tax,9869014.99,11698604.93,11233469.80,10558455.09,10002330.52,9548424.37,9774412.35,8913599.73,9670190.56,9192707.26,8794106.73,9827572.80,
1996,Highway Fund,Gasoline Tax,0322,Gas Tx Ref,-26225.47,-37977.64,-8352.07,-18493.61,-25360.73,-140682.47,-118427.32,-116675.71,-101981.67,-82540.53,-154690.37,-32595.41,
1996,Highway Fund,Gasoline Tax,0323,Motor Car,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1996,Highway Fund,Gasoline Tax,0333,Shrinkage,0.00,-106413.63,-43463.32,-92320.74,-6319.61,-582.25,-13772.81,-112809.13,-89343.67,-68924.58,-4165.87,-678.49,
1996,Highway Fund,Other Tax,0312,Use Fuel,0.00,-181.31,-5.66,-90.10,0.00,-19.73,-40.37,-213.37,0.00,0.00,-3.67,-38.86,
1996,Highway Fund,Other Tax,0328,Carrier,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-12.25,0.00,0.00,
1996,Highway Fund,Other Tax,0332,Refunds,0.00,0.00,0.00,-565.53,0.00,-4365.60,0.00,0.00,0.00,0.00,4365.60,0.00,
1996,Highway Fund,Other Tax,0401,Payments,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6594.08,-6594.08,0.00,0.00,0.00,
1996,Highway Fund,Other Tax,0402,Withhold,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1996,Highway Fund,Other Tax,0408,Refunds,0.00,0.00,0.00,0.00,0.00,-470.53,0.00,0.00,0.00,0.00,470.53,0.00,
1996,Highway Fund,Other Tax,0621,Sales Tx,0.00,0.00,0.00,9620.00,0.00,0.00,-9620.00,0.00,124.56,-124.56,0.00,0.00,
1996,Highway Fund,Other Tax,0623,Use Tax,0.00,3138.95,-3138.95,2735.04,0.00,0.00,-2735.04,0.00,833.27,0.00,0.00,0.00,
1996,Other Special Revenue,Property Tax,0106,Re Est Tx ,14030394.20,764655.65,-127909.16,-569448.34,-13329.40,-40588.18,41710.72,-12577.35,48603.99,22934.55,-1483.63,11220.90,
1996,Other Special Revenue,Property Tax,0108,Trans GF,0.00,0.00,0.00,-8610807.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-524769.00,
1996,Other Special Revenue,Property Tax,0110,Spru Bud,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1996,Other Special Revenue,Property Tax,0161,Prop Int,-6561.62,980.76,210.06,1550.26,5098.68,3028.57,3171.16,5612.19,10821.28,6900.19,2150.40,2565.48,
1996,Other Special Revenue,Property Tax,0170,Re Est Tr,166666.66,166666.66,219317.31,231919.10,329777.97,148761.61,298834.45,131107.90,168526.20,168277.45,200410.37,259410.80,
1996,Other Special Revenue,Property Tax,0181,Per Prop,136278.07,12227.54,-15910.97,-2604.67,4506.10,-1748.59,95029.09,-12975.48,6412.66,5504.00,1541.47,-22298.95,
1996,Other Special Revenue,Property Tax,0182,Auto Ex,95058.92,23804.96,58207.95,60409.13,0.00,90729.04,48226.56,46574.28,80389.06,43588.67,70313.13,80958.95,
1996,Other Special Revenue,Property Tax,0183,Boat Ex,7863.98,3736.82,1420.30,1073.60,0.00,123.50,307.60,155.00,608.30,485.90,2383.30,4850.40,
1996,Other Special Revenue,Other Tax,0321,Gas Tax,221502.90,0.00,713875.31,274941.08,235014.87,49819.35,346504.07,371642.69,133280.87,37929.19,81089.38,291381.90,
1996,Other Special Revenue,Other Tax,0409,Tran LGF,2956972.86,2701597.05,2128040.03,3730823.04,3007577.70,2313090.51,2946954.68,5136977.57,1800331.05,390526.75,4432399.44,3437254.26,
1996,Other Special Revenue,Other Tax,0420,Tran LGF,257868.77,77936.66,-177649.32,850284.37,211514.26,224311.71,703087.54,117746.24,78069.64,629050.34,669231.74,75648.95,
1996,Other Special Revenue,Other Tax,0512,Tobacco,0.00,0.00,305.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1996,Other Special Revenue,Other Tax,0621,Sale Tx,-90.84,46.12,32.62,-64.78,24.98,-40.94,27.48,18.04,17.01,-23.61,17.09,32.38,
1996,Other Special Revenue,Other Tax,0650,Tran LGF,2575817.13,2939220.23,3387524.04,3044147.79,3078780.24,2751628.12,2987263.95,3209373.48,2338303.28,2378368.97,2569175.79,2653234.36,
1996,Other Special Revenue,Other Tax,0651,Trans Tour,-318766.00,725225.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1996,Other Special Revenue,Other Tax,0801,Rail Fr GF,150000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1996,Other Special Revenue,Other Tax,0906,Fir Inv Tx,30716.16,286.50,422837.26,68127.27,38.00,387279.91,112283.75,25401.21,487236.46,45350.96,-2350.55,426317.88,
1996,Other Special Revenue,Other Tax,1412,Dairy Farm,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.00,0.00,0.00,-117.00,
1996,Other Special Revenue,Other Tax,1419,Blueberry,0.00,0.00,0.00,427850.15,320392.33,6014.08,360.28,-30000.00,0.00,0.00,0.00,0.00,
1996,Other Special Revenue,Other Tax,1901,Potato Tx,40911.57,17466.31,16380.81,34528.14,75571.76,54927.01,75825.09,52952.16,82229.06,117121.27,116914.17,34805.64,
1996,Other Special Revenue,Other Tax,1902,Sardine Tx,18138.50,11265.30,30340.35,24342.90,19181.80,17468.30,11267.60,19537.50,7354.40,9925.30,5033.10,23353.20,
1996,Other Special Revenue,Other Tax,1903,Mahog Quah ,8831.40,3927.60,4426.80,-1491.20,0.00,0.00,0.00,0.00,0.00,21.60,-21.60,0.00,
1996,Other Special Revenue,Other Tax,1913,Hospital,0.00,8173636.63,8882955.00,7949787.00,4198827.00,11705172.00,6937978.00,12625870.00,12694483.00,25388966.00,25388928.50,2397536.77,
1996,Other Special Revenue,Other Tax,2654,Recycle ,252054.80,225000.00,242192.81,272871.80,87594.75,202698.88,302254.07,130139.52,164437.19,108583.03,147680.18,211098.86,
1997,General Fund,Property Tax,0108,Fr UTESF,0.00,0.00,0.00,8222018.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,166400.00,
1997,General Fund,Property Tax,0161,Prop Int,2669.41,10211.57,87.52,244.21,89.35,6.15,0.00,0.00,32.03,0.00,0.00,0.00,
1997,General Fund,Property Tax,0170,Rel Est Tra,717352.61,4050.61,1504494.08,668639.64,833879.64,808175.94,848057.91,696077.97,423252.19,606758.87,565961.40,739054.12,
1997,General Fund,Property Tax,0175,Comm For ex ,-4954.93,2403.60,-3363.60,1611.15,1539.70,1884.16,1887.43,1887.50,1999.58,4375834.35,-1608548.77,-44115.57,
1997,General Fund,Estate Tax,0211,Estate Tx,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1997,General Fund,Estate Tax,0212,Estate TX,1067809.53,1502329.35,1555423.36,663137.62,2553044.16,1597888.35,1628428.68,797817.03,1076256.35,680614.79,677534.46,785412.93,
1997,General Fund,Estate Tax,0221,Inherit Tx,1671.07,31179.68,278.98,0.00,0.00,0.00,0.00,0.00,-192.00,-4995.17,-359.00,24476.78,
1997,General Fund,Estate Tax,0241,Int-Pen,33.00,318.82,0.00,116.82,0.00,0.00,0.00,0.00,0.00,526.23,0.00,0.00,
1997,General Fund,Estate Tax,0242,Int-Pen,30511.59,18305.62,1011.73,1306.89,984.88,14603.99,-220.26,26696.95,18591.50,3407.47,3168.92,13738.63,
1997,General Fund,Motor Fuel Tax,0311,Spec Fuel,-1090.14,-1096.00,-1369.35,-831.95,208361.59,-209804.25,0.00,-24129.66,-421.30,0.00,6537.87,-6090.96,
1997,General Fund,Motor Fuel Tax,0321,Gas Tax,4101.18,7500.21,5368.95,5754.01,4984.08,0.00,6806.79,2937.60,8599.67,3352.69,6399.03,4785.16,
1997,General Fund,Motor Fuel Tax,0322,Gas Refunds,0.00,-66.02,0.00,0.00,66.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1997,General Fund,Motor Fuel Tax,0325,Off-H Ref,0.00,-71181.11,-60.00,-200.00,71101.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1997,General Fund,Motor Fuel Tax,0331,Aero. Gas,75683.61,87973.57,33403.35,124502.70,68079.33,10329.17,53840.99,54574.61,144014.67,29018.93,33328.70,65637.24,
1997,General Fund,Motor Fuel Tax,0332,Refunds,-90.00,-3887.49,-2589.84,-20762.04,-108.62,-1569.33,-14136.17,-13780.68,-3074.17,-6135.93,0.00,-5179.58,
1997,General Fund,Motor Fuel Tax,0333,Shrinkage,0.00,-47190.15,-4157.10,-10.17,51347.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1997,General Fund,Individual Income Tax,0401,Payments,1912637.33,-3571504.96,2174135.13,3108283.61,1258697.93,1503246.66,3634513.18,1916343.75,6660573.07,75771043.08,8106763.67,8835142.68,
1997,General Fund,Individual Income Tax,0402,Withhold,51297604.38,33302289.95,48122447.30,57701062.70,43123806.34,62332035.29,64045605.54,45069424.01,50738274.91,45554398.81,59650400.05,63623191.90,
1997,General Fund,Individual Income Tax,0403,Estimate,1996559.54,1938203.28,29534086.32,2382488.05,1078242.35,11840255.96,44663818.75,751320.59,1144428.31,23547530.66,1445777.67,28954564.02,
1997,General Fund,Individual Income Tax,0404,Fiduciary,41345.42,-16705.25,867980.96,16697.12,210062.56,810904.92,512913.24,63950.65,100531.40,7110351.77,145421.42,886171.40,
1997,General Fund,Individual Income Tax,0408,Refunds,-2731736.71,-1296827.29,-1548497.23,-1218934.76,-933479.89,-564642.30,-2510422.80,-28763733.63,-40871391.51,-14993328.57,-20604180.18,-7397884.97,
1997,General Fund,Individual Income Tax,0409,Tran LGF,-2678336.91,-1548128.25,-4036657.78,-3161469.43,-2281603.79,-3871702.41,-5627667.82,-970439.74,-906856.06,-6986489.78,-2487395.21,-4838518.53,
1997,General Fund,Corporate Income Tax,0415,Payments,6904198.91,3360725.63,21734493.55,5813246.79,2737881.48,18498069.25,3227642.03,4287824.74,12494455.06,12333456.09,3642999.38,18006569.02,
1997,General Fund,Corporate Income Tax,0418,Refunds,-283353.53,-849613.99,-173854.19,-624706.87,-1947131.43,-4007896.27,-2389081.38,-2000065.99,-470163.63,-248985.81,-294045.55,-1947843.96,
1997,General Fund,Corporate Income Tax,0420,Tran LGF,-337663.12,-128066.70,-1099592.61,-264615.54,-40328.25,-738998.82,-42766.59,-116675.70,-613238.86,-616307.98,-170796.64,-818994.98,
1997,General Fund,Cigarette & Tobacco Tax,0511,Cig Tx,4120260.79,4224036.98,3631466.57,3921843.95,3288402.40,4327456.46,3142485.25,3070837.54,3872537.09,3377582.90,3990464.92,4409365.13,
1997,General Fund,Cigarette & Tobacco Tax,0512,Tob Tx,226011.53,200049.48,295677.40,207651.48,172312.40,320612.19,195550.54,234529.72,207909.74,214656.19,180866.38,215427.85,
1997,General Fund,Sales & Use Tax,0621,Sales Tx,57359062.02,61544949.00,62301722.30,54234534.67,50712838.96,60900352.47,53630711.44,39290863.15,45017747.50,46490974.11,43289221.21,41572792.85,
1997,General Fund,Sales & Use Tax,0623,Use Tax,6011723.43,6361607.31,5267773.24,6883844.16,5196360.78,5066910.80,7631943.81,4992743.78,4679444.68,5128394.58,6205623.30,6666272.58,
1997,General Fund,Sales & Use Tax,0625,Spec Tx Ref,29912.66,102850.55,66340.38,73303.16,64522.39,51082.27,17812.50,120629.20,149296.08,129330.33,39814.97,114478.03,
1997,General Fund,Sales & Use Tax,0631,Sale Abat,-181667.79,-221893.91,-464406.92,-150865.02,-235574.87,-332170.84,-235760.59,-294813.63,-252690.16,-843644.43,-454551.76,-105662.30,
1997,General Fund,Sales & Use Tax,0633,Use Abat,-30580.41,-20534.61,-26003.45,-19668.84,-11029.73,-15738.04,-16682.50,-8927.97,-8940.05,-16605.46,-19661.68,-17588.82,
1997,General Fund,Sales & Use Tax,0650,Tran LGF,-3222610.95,-3456115.90,-3424416.71,-3112078.55,-2842083.00,-3349192.27,-3112429.25,-2249125.22,-2528827.76,-2595310.90,-2502082.74,-2459744.90,
1997,General Fund,Gross Receipts Tax,0660,Gross Rec,6581146.77,7879786.87,7908460.14,6836587.11,5591734.46,5223805.81,4650373.30,2830107.27,2821357.50,2570076.37,3086975.77,2815470.63,
1997,General Fund,Business & Special Industry Tax,0801,Rail Tx,-150000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,461890.04,29158.11,0.00,
1997,General Fund,Business & Special Industry Tax,0822,Tele Prop ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27866301.45,393160.91,
1997,General Fund,Business & Special Industry Tax,0901,Insur Prem ,1642255.27,0.00,22669.12,4039743.84,1686681.74,11066.10,73994.71,1118359.98,7338695.40,8031494.66,3725006.91,11414321.17,
1997,General Fund,Business & Special Industry Tax,0906,Fir Inv Tx,0.00,0.00,1664.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1997,General Fund,Business & Special Industry Tax,1412,ME Dairy Fa,1862.17,0.00,51.44,35673.66,0.00,0.00,0.00,152490.85,179886.96,129034.40,81808.62,63720.64,
1997,General Fund,Business & Special Industry Tax,1415,Tob Prod Li,27465.02,50.00,-27440.02,0.00,-25.00,50.00,0.00,50.00,0.00,25.00,25.00,150.00,
1997,General Fund,Business & Special Industry Tax,1416,Cig Dist Li,475.00,175.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,
1997,General Fund,Business & Special Industry Tax,1418,Cig Who Li,60.00,0.00,0.00,0.00,0.00,0.00,30.00,10.00,0.00,0.00,0.00,25.00,
1997,General Fund,Business & Special Industry Tax,1903,Mahog Qua,0.00,0.00,2853.80,2100.60,688.80,4345.80,1034.80,1452.60,1923.60,3553.20,4143.90,6096.47,
1997,General Fund,Business & Special Industry Tax,1940,Fertil Tx,18.48,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1997,Highway Fund,Special Fuel Tax,0311,Spec Fu ,2639062.83,3168876.40,2856890.76,3318626.70,2682946.52,3379610.43,3014466.18,3100806.48,2849275.80,3572130.09,2878905.54,1040171.19,
1997,Highway Fund,Special Fuel Tax,0325,Off-H Ref,-216044.13,-1694495.29,-118330.11,-537969.41,-298544.26,-982694.44,-598966.33,-1251881.76,-1239499.77,-411178.99,-118444.09,-395236.77,
1997,Highway Fund,Special Fuel Tax,0326,Spec Int,5187.82,10783.89,10044.30,0.00,9211.22,0.00,14025.75,8216.49,0.00,0.00,3434.06,1204.84,
